year,state,state_fips,candidate,party,candidatevotes,totalvotes,vote_share,two_party_votes,two_party_vote_share
2004,Missouri,29,"KERRY, JOHN",Democrat,1259171,2731364,46.10044651683188,2714884,46.38028733456015
2008,Missouri,29,"MCCAIN, JOHN",Republican,1445814,2925205,49.42607441187882,2887725,50.06757914967665
2008,Missouri,29,"OBAMA, BARACK H.",Democrat,1441911,2925205,49.29264786570514,2887725,49.93242085032335
2012,Missouri,29,"ROMNEY, MITT",Republican,1482440,2757323,53.76374113587708,2706236,54.77866675337997
2012,Missouri,29,"OBAMA, BARACK H.",Democrat,1223796,2757323,44.38348354545332,2706236,45.22133324662003
2016,Missouri,29,"TRUMP, DONALD J.",Republican,1594511,2808605,56.77234783816165,2665579,59.81856099556607
2016,Missouri,29,"CLINTON, HILLARY",Democrat,1071068,2808605,38.13523083523671,2665579,40.18143900443393
2020,Missouri,29,"TRUMP, DONALD J.",Republican,1718736,3025962,56.79965577888949,2971750,57.83582064440144
2020,Missouri,29,"BIDEN, JOSEPH R. JR",Democrat,1253014,3025962,41.40878173618836,2971750,42.16417935559856
1948,Montana,30,Harry Truman,Democrat,119071,224278,53.09080694495225,215841,55.16607132101871
1948,Montana,30,Thomas Dewey,Republican,96770,224278,43.14734392138328,215841,44.83392867898129
1952,Montana,30,Adlai Stevenson,Democrat,106213,265037,40.07478201156819,263607,40.292177370100184
1952,Montana,30,Dwight Eisenhower,Republican,157394,265037,59.3856706799428,263607,59.707822629899816
1956,Montana,30,Adlai Stevenson,Democrat,116238,271171,42.86520313750364,271171,42.86520313750364
1956,Montana,30,Dwight Eisenhower,Republican,154933,271171,57.13479686249636,271171,57.13479686249636
1960,Montana,30,John Kennedy,Democrat,134891,277579,48.59553496482083,276732,48.74427243687033
1960,Montana,30,Richard Nixon,Republican,141841,277579,51.0993266781709,276732,51.25572756312967
1964,Montana,30,Lyndon Johnson,Democrat,164246,278628,58.948131558924445,277278,59.2351358564329
1964,Montana,30,Barry Goldwater,Republican,113032,278628,40.56735145067976,277278,40.7648641435671
1968,Montana,30,Hubert Humphrey,Democrat,114117,274404,41.58722176061573,252952,45.11409279230842
1968,Montana,30,Richard Nixon,Republican,138835,274404,50.5951079430329,252952,54.88590720769158
1972,Montana,30,George McGovern,Democrat,120197,317603,37.845045544280126,304173,39.51599911892246
1972,Montana,30,Richard Nixon,Republican,183976,317603,57.92640497728296,304173,60.48400088107754
1976,Montana,30,"FORD, GERALD",Republican,173703,328734,52.839986128602455,322962,53.78434614598621
1976,Montana,30,"CARTER, JIMMY",Democrat,149259,328734,45.40418697183741,322962,46.21565385401379
1980,Montana,30,"REAGAN, RONALD",Republican,206814,363952,56.82452631116191,324846,63.66524445429527
1980,Montana,30,"CARTER, JIMMY",Democrat,118032,363952,32.43065019563019,324846,36.33475554570473
1984,Montana,30,"REAGAN, RONALD",Republican,232450,384377,60.47448208399566,379192,61.301398763687
1984,Montana,30,"MONDALE, WALTER",Democrat,146742,384377,38.1765818454278,379192,38.698601236313
1988,Montana,30,"BUSH, GEORGE H.W.",Republican,190412,365674,52.07151725307241,359348,52.98818972138429
1988,Montana,30,"DUKAKIS, MICHAEL",Democrat,168936,365674,46.19852655644098,359348,47.01181027861571
1992,Montana,30,"CLINTON, BILL",Democrat,154507,410583,37.63112452293446,298714,51.7240571248753
1992,Montana,30,"BUSH, GEORGE H.W.",Republican,144207,410583,35.122496547592085,298714,48.2759428751247
1996,Montana,30,"DOLE, ROBERT",Republican,179652,407083,44.131540742305624,347574,51.687410450724165
1996,Montana,30,"CLINTON, BILL",Democrat,167922,407083,41.250064483164365,347574,48.312589549275835
2000,Montana,30,"BUSH, GEORGE W.",Republican,240178,410986,58.439460224922506,377304,63.65636197866972
2000,Montana,30,"GORE, AL",Democrat,137126,410986,33.36512679264014,377304,36.34363802133028
2004,Montana,30,"BUSH, GEORGE W.",Republican,266063,450434,59.06814316858852,439773,60.50007617566335
2004,Montana,30,"KERRY, JOHN",Democrat,173710,450434,38.56502839483698,439773,39.49992382433665
2008,Montana,30,"MCCAIN, JOHN",Republican,242763,490109,49.5324509445858,474430,51.16940328394073
2008,Montana,30,"OBAMA, BARACK H.",Democrat,231667,490109,47.26846477008176,474430,48.83059671605927
2012,Montana,30,"ROMNEY, MITT",Republican,267928,484048,55.3515353849205,469767,57.03423186388146
2012,Montana,30,"OBAMA, BARACK H.",Democrat,201839,484048,41.6981373748058,469767,42.96576813611854
2016,Montana,30,"TRUMP, DONALD J.",Republican,279240,494526,56.466191868577184,456949,61.10966431702444
2016,Montana,30,"CLINTON, HILLARY",Democrat,177709,494526,35.93521877515035,456949,38.89033568297556
2020,Montana,30,"TRUMP, DONALD J.",Republican,343602,603674,56.91846924002028,588388,58.3971800920481
2020,Montana,30,"BIDEN, JOSEPH R. JR",Democrat,244786,603674,40.54936936160908,588388,41.6028199079519
1948,Nebraska,31,Harry Truman,Democrat,224165,488940,45.847138708225955,488939,45.84723247685294
1948,Nebraska,31,Thomas Dewey,Republican,264774,488940,54.15265676770156,488939,54.15276752314706
1952,Nebraska,31,Adlai Stevenson,Democrat,188057,609660,30.846209362595545,609660,30.846209362595545
1952,Nebraska,31,Dwight Eisenhower,Republican,421603,609660,69.15379063740446,609660,69.15379063740446
1956,Nebraska,31,Adlai Stevenson,Democrat,199029,577137,34.48557274962444,577137,34.48557274962444
1956,Nebraska,31,Dwight Eisenhower,Republican,378108,577137,65.51442725037556,577137,65.51442725037556
1960,Nebraska,31,John Kennedy,Democrat,232542,613095,37.929195312308856,613095,37.929195312308856
1960,Nebraska,31,Richard Nixon,Republican,380553,613095,62.070804687691144,613095,62.070804687691144
1964,Nebraska,31,Lyndon Johnson,Democrat,307307,584154,52.60718920010819,584154,52.60718920010819
1964,Nebraska,31,Barry Goldwater,Republican,276847,584154,47.39281079989181,584154,47.39281079989181
1968,Nebraska,31,Hubert Humphrey,Democrat,170784,536851,31.81217879821403,491947,34.71593484663998
1968,Nebraska,31,Richard Nixon,Republican,321163,536851,59.82348919905151,491947,65.28406515336002
1972,Nebraska,31,George McGovern,Democrat,169991,576289,29.497526414698186,576289,29.497526414698186
1972,Nebraska,31,Richard Nixon,Republican,406298,576289,70.50247358530181,576289,70.50247358530181
1976,Nebraska,31,"FORD, GERALD",Republican,359219,606749,59.203888263515886,592512,60.626451447396846
1976,Nebraska,31,"CARTER, JIMMY",Democrat,233293,606749,38.449671940126805,592512,39.373548552603154
1980,Nebraska,31,"REAGAN, RONALD",Republican,419214,639533,65.55001852914549,585638,71.58244512821913
1980,Nebraska,31,"CARTER, JIMMY",Democrat,166424,639533,26.02273846697512,585638,28.41755487178086
1984,Nebraska,31,"REAGAN, RONALD",Republican,460054,652090,70.55069085555675,647920,71.004753673293
1984,Nebraska,31,"MONDALE, WALTER",Democrat,187866,652090,28.809826864389883,647920,28.995246326707
1988,Nebraska,31,"BUSH, GEORGE H.W.",Republican,397956,661465,60.16282040621953,657191,60.5540854941714
1988,Nebraska,31,"DUKAKIS, MICHAEL",Democrat,259235,661465,39.19103807457689,657191,39.4459145058286
1992,Nebraska,31,"BUSH, GEORGE H.W.",Republican,343678,737546,46.59750035929962,560542,61.311730432331565
1992,Nebraska,31,"CLINTON, BILL",Democrat,216864,737546,29.403454157435604,560542,38.688269567668435
1996,Nebraska,31,"DOLE, ROBERT",Republican,363467,677415,53.65499730593506,600228,60.55482250078303
1996,Nebraska,31,"CLINTON, BILL",Democrat,236761,677415,34.95065801613487,600228,39.44517749921697
2000,Nebraska,31,"BUSH, GEORGE W.",Republican,433862,697019,62.245362034607375,665642,65.17948086208503
2000,Nebraska,31,"GORE, AL",Democrat,231780,697019,33.25303901328371,665642,34.82051913791498
2004,Nebraska,31,"BUSH, GEORGE W.",Republican,512814,778186,65.89864119889076,767142,66.84733725959471
2004,Nebraska,31,"KERRY, JOHN",Democrat,254328,778186,32.682160820163816,767142,33.1526627404053
2008,Nebraska,31,"MCCAIN, JOHN",Republican,452979,801281,56.53185336979162,786298,57.60907442216564
2008,Nebraska,31,"OBAMA, BARACK H.",Democrat,333319,801281,41.5982657769247,786298,42.39092557783436
2012,Nebraska,31,"ROMNEY, MITT",Republican,475064,794379,59.80319217904804,777145,61.12939026822536
2012,Nebraska,31,"OBAMA, BARACK H.",Democrat,302081,794379,38.02731441792897,777145,38.87060973177464
2016,Nebraska,31,"TRUMP, DONALD J.",Republican,495961,844227,58.74735112712576,780455,63.54767411317757
2016,Nebraska,31,"CLINTON, HILLARY",Democrat,284494,844227,33.69875637713553,780455,36.45232588682243
2020,Nebraska,31,"TRUMP, DONALD J.",Republican,556846,956383,58.22416333205421,931429,59.784052246601725
2020,Nebraska,31,"BIDEN, JOSEPH R. JR",Democrat,374583,956383,39.166630941787965,931429,40.215947753398275
1948,Nevada,32,Harry Truman,Democrat,31291,62117,50.37429367161968,60648,51.594446642923096
1948,Nevada,32,Thomas Dewey,Republican,29357,62117,47.26081426984561,60648,48.405553357076904
1952,Nevada,32,Adlai Stevenson,Democrat,31688,82190,38.55456868232145,82190,38.55456868232145
1952,Nevada,32,Dwight Eisenhower,Republican,50502,82190,61.44543131767855,82190,61.44543131767855
1956,Nevada,32,Adlai Stevenson,Democrat,40640,96689,42.03166854554293,96689,42.03166854554293
1956,Nevada,32,Dwight Eisenhower,Republican,56049,96689,57.96833145445707,96689,57.96833145445707
1960,Nevada,32,John Kennedy,Democrat,54880,107267,51.16205356726672,107267,51.16205356726672
1960,Nevada,32,Richard Nixon,Republican,52387,107267,48.83794643273328,107267,48.83794643273328
1964,Nevada,32,Lyndon Johnson,Democrat,79339,135433,58.581734141605075,135433,58.581734141605075
1964,Nevada,32,Barry Goldwater,Republican,56094,135433,41.418265858394925,135433,41.418265858394925
1968,Nevada,32,Hubert Humphrey,Democrat,60598,154218,39.29372706169189,133786,45.294724410625925
1968,Nevada,32,Richard Nixon,Republican,73188,154218,47.457495234019376,133786,54.705275589374075
1972,Nevada,32,George McGovern,Democrat,66016,181766,36.31922361717813,181766,36.31922361717813
1972,Nevada,32,Richard Nixon,Republican,115750,181766,63.68077638282187,181766,63.68077638282187
1976,Nevada,32,"FORD, GERALD",Republican,101273,201876,50.16594345043492,193752,52.269395928816216
1976,Nevada,32,"CARTER, JIMMY",Democrat,92479,201876,45.809804038122415,193752,47.730604071183784
1980,Nevada,32,"REAGAN, RONALD",Republican,155017,243692,63.611854307896856,221683,69.92732866300076
1980,Nevada,32,"CARTER, JIMMY",Democrat,66666,243692,27.35666332912037,221683,30.07267133699923
1984,Nevada,32,"REAGAN, RONALD",Republican,188770,282717,66.76995016217631,280425,67.31568155478291
1984,Nevada,32,"MONDALE, WALTER",Democrat,91655,282717,32.419345140193194,280425,32.68431844521708
1988,Nevada,32,"BUSH, GEORGE H.W.",Republican,206040,343133,60.04668743606707,338778,60.81858916458566
1988,Nevada,32,"DUKAKIS, MICHAEL",Democrat,132738,343133,38.684125397440646,338778,39.18141083541434
1992,Nevada,32,"CLINTON, BILL",Democrat,189148,506318,37.35754999822246,364976,51.824777519617726
1992,Nevada,32,"BUSH, GEORGE H.W.",Republican,175828,506318,34.726792253089954,364976,48.175222480382274
1996,Nevada,32,"CLINTON, BILL",Democrat,203974,464279,43.933496884416485,403218,50.58653135524704
1996,Nevada,32,"DOLE, ROBERT",Republican,199244,464279,42.91471292046377,403218,49.41346864475296
2000,Nevada,32,"BUSH, GEORGE W.",Republican,301575,609426,49.485089247915255,581553,51.85683849967243
2000,Nevada,32,"GORE, AL",Democrat,279978,609426,45.94126276200884,581553,48.14316150032757
2004,Nevada,32,"BUSH, GEORGE W.",Republican,418690,829587,50.4696915453111,815880,51.3175957248615
2004,Nevada,32,"KERRY, JOHN",Democrat,397190,829587,47.87804051895702,815880,48.6824042751385
2008,Nevada,32,"OBAMA, BARACK H.",Democrat,533736,967848,55.14667592431869,946563,56.3867381251961
2008,Nevada,32,"MCCAIN, JOHN",Republican,412827,967848,42.65411510898406,946563,43.6132618748039
2012,Nevada,32,"OBAMA, BARACK H.",Democrat,531373,1014918,52.35624947040056,994940,53.407542163346534
2012,Nevada,32,"ROMNEY, MITT",Republican,463567,1014918,45.67531564126363,994940,46.592457836653466
2016,Nevada,32,"CLINTON, HILLARY",Democrat,539260,1125385,47.91782367811904,1051318,51.2937094199852
2016,Nevada,32,"TRUMP, DONALD J.",Republican,512058,1125385,45.50069531760242,1051318,48.7062905800148
2020,Nevada,32,"TRUMP, DONALD J.",Republican,669890,1405376,47.66624732455941,1373376,48.77688265995619
2020,Nevada,32,"BIDEN, JOSEPH R. JR",Democrat,703486,1405376,50.05678195728403,1373376,51.22311734004381
1948,New Hampshire,33,Harry Truman,Democrat,107995,231440,46.66220186657449,229294,47.09892103587534
1948,New Hampshire,33,Thomas Dewey,Republican,121299,231440,52.410559972347045,229294,52.90107896412466
1952,New Hampshire,33,Adlai Stevenson,Democrat,106663,272950,39.07785308664591,272950,39.07785308664591
1952,New Hampshire,33,Dwight Eisenhower,Republican,166287,272950,60.92214691335409,272950,60.92214691335409
1956,New Hampshire,33,Adlai Stevenson,Democrat,90364,266994,33.84495531734795,266883,33.85903186040325
1956,New Hampshire,33,Dwight Eisenhower,Republican,176519,266994,66.11347071469771,266883,66.14096813959675
1960,New Hampshire,33,John Kennedy,Democrat,137772,295761,46.582206578960715,295761,46.582206578960715
1960,New Hampshire,33,Richard Nixon,Republican,157989,295761,53.417793421039285,295761,53.417793421039285
1964,New Hampshire,33,Lyndon Johnson,Democrat,184064,288093,63.89047981033902,288093,63.89047981033902
1964,New Hampshire,33,Barry Goldwater,Republican,104029,288093,36.10952018966098,288093,36.10952018966098
1968,New Hampshire,33,Hubert Humphrey,Democrat,130589,297299,43.92513933783834,285492,45.741737071441584
1968,New Hampshire,33,Richard Nixon,Republican,154903,297299,52.10343795303718,285492,54.258262928558416
1972,New Hampshire,33,George McGovern,Democrat,116435,334059,34.854621489018406,330159,35.26634136885561
1972,New Hampshire,33,Richard Nixon,Republican,213724,334059,63.97792006801194,330159,64.7336586311444
1976,New Hampshire,33,"FORD, GERALD",Republican,185935,339627,54.746825193521126,333580,55.739252952814915
1976,New Hampshire,33,"CARTER, JIMMY",Democrat,147645,339627,43.472692100451376,333580,44.260747047185085
1980,New Hampshire,33,"REAGAN, RONALD",Republican,221705,383990,57.73718065574624,330569,67.06769237284803
1980,New Hampshire,33,"CARTER, JIMMY",Democrat,108864,383990,28.350738300476575,330569,32.93230762715197
1984,New Hampshire,33,"REAGAN, RONALD",Republican,267050,388904,68.66733178367926,387397,68.93445225440568
1984,New Hampshire,33,"MONDALE, WALTER",Democrat,120347,388904,30.945168987719335,387397,31.065547745594312
1988,New Hampshire,33,"BUSH, GEORGE H.W.",Republican,281537,450525,62.4908717607236,445233,63.23363272713388
1988,New Hampshire,33,"DUKAKIS, MICHAEL",Democrat,163696,450525,36.334498640475005,445233,36.76636727286612
1992,New Hampshire,33,"CLINTON, BILL",Democrat,209040,537215,38.91179509135076,411524,50.7965513554495
1992,New Hampshire,33,"BUSH, GEORGE H.W.",Republican,202484,537215,37.69142708226688,411524,49.2034486445505
1996,New Hampshire,33,"CLINTON, BILL",Democrat,246166,496597,49.57057734944029,442652,55.61163171068921
1996,New Hampshire,33,"DOLE, ROBERT",Republican,196486,496597,39.5664895277257,442652,44.38836828931079
2000,New Hampshire,33,"BUSH, GEORGE W.",Republican,273559,569081,48.07030985044308,539907,50.66780019521881
2000,New Hampshire,33,"GORE, AL",Democrat,266348,569081,46.8031791607873,539907,49.33219980478119
2004,New Hampshire,33,"KERRY, JOHN",Democrat,340511,678287,50.20161082255741,671748,50.69028862013731
2004,New Hampshire,33,"BUSH, GEORGE W.",Republican,331237,678287,48.83434298460681,671748,49.30971137986269
2008,New Hampshire,33,"OBAMA, BARACK H.",Democrat,384826,710970,54.126897056134574,701360,54.868541120109505
2008,New Hampshire,33,"MCCAIN, JOHN",Republican,316534,710970,44.521428470962206,701360,45.131458879890495
2012,New Hampshire,33,"OBAMA, BARACK H.",Democrat,369561,710972,51.97968415071198,699479,52.83375197825811
2012,New Hampshire,33,"ROMNEY, MITT",Republican,329918,710972,46.40379649268888,699479,47.16624802174189
2016,New Hampshire,33,"CLINTON, HILLARY",Democrat,348526,744296,46.82626266969055,694316,50.197028442380706
2016,New Hampshire,33,"TRUMP, DONALD J.",Republican,345790,744296,46.458666981953414,694316,49.802971557619294
2020,New Hampshire,33,"TRUMP, DONALD J.",Republican,365654,806182,45.3562595046776,790575,46.25165227840496
2020,New Hampshire,33,"BIDEN, JOSEPH R. JR",Democrat,424921,806182,52.70782528014766,790575,53.74834772159504
1948,New Jersey,34,Harry Truman,Democrat,895455,1949555,45.93125097778723,1876579,47.71741557376481
1948,New Jersey,34,Thomas Dewey,Republican,981124,1949555,50.32553582740677,1876579,52.28258442623519
1952,New Jersey,34,Adlai Stevenson,Democrat,1015902,2419554,41.987159617020325,2390515,42.49720248565686
1952,New Jersey,34,Dwight Eisenhower,Republican,1374613,2419554,56.81266051511973,2390515,57.50279751434314
1956,New Jersey,34,Adlai Stevenson,Democrat,850337,2484312,34.22826923510412,2457279,34.60482102357933
1956,New Jersey,34,Dwight Eisenhower,Republican,1606942,2484312,64.68358241637927,2457279,65.39517897642067
1960,New Jersey,34,John Kennedy,Democrat,1385415,2773111,49.95887290483504,2748739,50.40183880681287
1960,New Jersey,34,Richard Nixon,Republican,1363324,2773111,49.16225856087261,2748739,49.59816119318713
1964,New Jersey,34,Lyndon Johnson,Democrat,1867671,2846770,65.60667001549125,2831514,65.96015417900105
1964,New Jersey,34,Barry Goldwater,Republican,963843,2846770,33.857424379208716,2831514,34.03984582099894
1968,New Jersey,34,Hubert Humphrey,Democrat,1264206,2875395,43.96634201561872,2589673,48.81720587888896
1968,New Jersey,34,Richard Nixon,Republican,1325467,2875395,46.096866691358926,2589673,51.18279412111104
1972,New Jersey,34,George McGovern,Democrat,1102211,2997229,36.774333893072566,2947713,37.39207310888136
1972,New Jersey,34,Richard Nixon,Republican,1845502,2997229,61.5736068215008,2947713,62.60792689111864
1976,New Jersey,34,"FORD, GERALD",Republican,1509688,3014472,50.08134094461651,2954341,51.100668473950705
1976,New Jersey,34,"CARTER, JIMMY",Democrat,1444653,3014472,47.92391503387658,2954341,48.899331526049295
1980,New Jersey,34,"REAGAN, RONALD",Republican,1546557,2975684,51.973159784439474,2693921,57.40914451463127
1980,New Jersey,34,"CARTER, JIMMY",Democrat,1147364,2975684,38.557992044854224,2693921,42.59085548536873
1984,New Jersey,34,"REAGAN, RONALD",Republican,1933630,3217862,60.09051973018109,3194953,60.52139108149635
1984,New Jersey,34,"MONDALE, WALTER",Democrat,1261323,3217862,39.19754793710855,3194953,39.47860891850365
1988,New Jersey,34,"BUSH, GEORGE H.W.",Republican,1743192,3099553,56.24010946094485,3063544,56.901157613535176
1988,New Jersey,34,"DUKAKIS, MICHAEL",Democrat,1320352,3099553,42.59814237730408,3063544,43.098842386464824
1992,New Jersey,34,"CLINTON, BILL",Democrat,1436206,3343594,42.953959123027495,2793071,51.420318352093446
1992,New Jersey,34,"BUSH, GEORGE H.W.",Republican,1356865,3343594,40.58103346279483,2793071,48.579681647906554
1996,New Jersey,34,"CLINTON, BILL",Democrat,1652361,3075860,53.72029286118354,2755460,59.9667932033127
1996,New Jersey,34,"DOLE, ROBERT",Republican,1103099,3075860,35.863108203884444,2755460,40.0332067966873
2000,New Jersey,34,"GORE, AL",Democrat,1788850,3187226,56.12560891508792,3073023,58.211409416720926
2000,New Jersey,34,"BUSH, GEORGE W.",Republican,1284173,3187226,40.29124385907996,3073023,41.788590583279074
2004,New Jersey,34,"KERRY, JOHN",Democrat,1911430,3611691,52.92340900702746,3581433,53.370536318842206
2004,New Jersey,34,"BUSH, GEORGE W.",Republican,1670003,3611691,46.238811681287245,3581433,46.629463681157794
2008,New Jersey,34,"OBAMA, BARACK H.",Democrat,2215422,3868237,57.272137151885985,3828629,57.86462987142395
2008,New Jersey,34,"MCCAIN, JOHN",Republican,1613207,3868237,41.70393385927491,3828629,42.13537012857605
2012,New Jersey,34,"OBAMA, BARACK H.",Democrat,2122786,3638499,58.3423549106376,3600874,58.951965550585776
2012,New Jersey,34,"ROMNEY, MITT",Republican,1478088,3638499,40.62356482714438,3600874,41.048034449414224
2016,New Jersey,34,"CLINTON, HILLARY",Democrat,2148278,3874046,55.453084449694195,3750211,57.284190142901295
2016,New Jersey,34,"TRUMP, DONALD J.",Republican,1601933,3874046,41.35038665002945,3750211,42.715809857098705
2020,New Jersey,34,"TRUMP, DONALD J.",Republican,1883274,4549353,41.396523857348505,4491609,41.92871641320516
2020,New Jersey,34,"BIDEN, JOSEPH R. JR",Democrat,2608335,4549353,57.334196752812986,4491609,58.07128358679484
1948,New Mexico,35,Harry Truman,Democrat,105464,187063,56.37886701271764,185767,56.772193123644136
1948,New Mexico,35,Thomas Dewey,Republican,80303,187063,42.92831826710787,185767,43.227806876355864
1952,New Mexico,35,Adlai Stevenson,Democrat,105661,238608,44.28225373834909,237831,44.42692500136652
1952,New Mexico,35,Dwight Eisenhower,Republican,132170,238608,55.39210755716489,237831,55.57307499863348
1956,New Mexico,35,Adlai Stevenson,Democrat,106098,253926,41.7830391531391,252886,41.954872946703254
1956,New Mexico,35,Dwight Eisenhower,Republican,146788,253926,57.80739270496129,252886,58.045127053296746
1960,New Mexico,35,John Kennedy,Democrat,156027,311107,50.152198439765094,309760,50.37028667355372
1960,New Mexico,35,Richard Nixon,Republican,153733,311107,49.41483155313123,309760,49.62971332644628
1964,New Mexico,35,Lyndon Johnson,Democrat,194017,327615,59.221036887810385,325855,59.54090009359992
1964,New Mexico,35,Barry Goldwater,Republican,131838,327615,40.241747172748504,325855,40.45909990640008
1968,New Mexico,35,Hubert Humphrey,Democrat,130081,327281,39.74596753248737,299773,43.3931674967392
1968,New Mexico,35,Richard Nixon,Republican,169692,327281,51.849022705259394,299773,56.6068325032608
1972,New Mexico,35,George McGovern,Democrat,141084,385931,36.55679383102161,376690,37.453609068464786
1972,New Mexico,35,Richard Nixon,Republican,235606,385931,61.04873669127383,376690,62.546390931535214
1976,New Mexico,35,"FORD, GERALD",Republican,211419,416590,50.74989798122854,412567,51.244767516548826
1976,New Mexico,35,"CARTER, JIMMY",Democrat,201148,416590,48.2844043303968,412567,48.755232483451174
1980,New Mexico,35,"REAGAN, RONALD",Republican,250779,456237,54.966826452041374,418605,59.90826674311105
1980,New Mexico,35,"CARTER, JIMMY",Democrat,167826,456237,36.78482893759165,418605,40.09173325688895
1984,New Mexico,35,"REAGAN, RONALD",Republican,307101,514370,59.70429846219648,508870,60.3495981291882
1984,New Mexico,35,"MONDALE, WALTER",Democrat,201769,514370,39.226432334700704,508870,39.6504018708118
1988,New Mexico,35,"BUSH, GEORGE H.W.",Republican,270341,521387,51.85035300074609,514838,52.509915740485354
1988,New Mexico,35,"DUKAKIS, MICHAEL",Democrat,244497,521387,46.89357425482415,514838,47.490084259514646
1992,New Mexico,35,"CLINTON, BILL",Democrat,261617,569986,45.89884663833848,474441,55.14215676975641
1992,New Mexico,35,"BUSH, GEORGE H.W.",Republican,212824,569986,37.338460944654784,474441,44.85784323024359
1996,New Mexico,35,"CLINTON, BILL",Democrat,273495,556074,49.18320223567367,506246,54.02413056103159
1996,New Mexico,35,"DOLE, ROBERT",Republican,232751,556074,41.85611986893831,506246,45.97586943896841
2000,New Mexico,35,"GORE, AL",Democrat,286783,598605,47.90855405484418,573200,50.03192602930914
2000,New Mexico,35,"BUSH, GEORGE W.",Republican,286417,598605,47.84741189933261,573200,49.96807397069086
2004,New Mexico,35,"BUSH, GEORGE W.",Republican,376930,756304,49.8384247604138,747872,50.40033588635488
2004,New Mexico,35,"KERRY, JOHN",Democrat,370942,756304,49.0466796420487,747872,49.59966411364512
2008,New Mexico,35,"OBAMA, BARACK H.",Democrat,472422,830158,56.90748026279335,819254,57.66490001879759
2008,New Mexico,35,"MCCAIN, JOHN",Republican,346832,830158,41.77903483433274,819254,42.33509998120241
2012,New Mexico,35,"OBAMA, BARACK H.",Democrat,415335,783758,52.992760520466774,751123,55.295204646908694
2012,New Mexico,35,"ROMNEY, MITT",Republican,335788,783758,42.84332663909013,751123,44.704795353091306
2016,New Mexico,35,"CLINTON, HILLARY",Democrat,385234,798319,48.255647178634106,704901,54.65079493432411
2016,New Mexico,35,"TRUMP, DONALD J.",Republican,319667,798319,40.04251433324273,704901,45.34920506567589
2020,New Mexico,35,"BIDEN, JOSEPH R. JR",Democrat,501614,923965,54.289285849572224,903508,55.51849015171974
2020,New Mexico,35,"TRUMP, DONALD J.",Republican,401894,923965,43.49666924612945,903508,44.48150984828026
1948,New York,36,Harry Truman,Democrat,2780204,6178502,44.998027029852864,5621367,49.457792028166814
1948,New York,36,Thomas Dewey,Republican,2841163,6178502,45.98465776979598,5621367,50.542207971833186
1952,New York,36,Adlai Stevenson,Democrat,3104601,7128241,43.55353585828537,7057416,43.990619229474355
1952,New York,36,Dwight Eisenhower,Republican,3952815,7128241,55.45288101230023,7057416,56.009380770525645
1956,New York,36,Adlai Stevenson,Democrat,2750769,7093336,38.77962357908888,7091109,38.79180252341347
1956,New York,36,Dwight Eisenhower,Republican,4340340,7093336,61.188980756022275,7091109,61.20819747658653
1960,New York,36,John Kennedy,Democrat,3830085,7291079,52.53111370758704,7276504,52.63633470138957
1960,New York,36,Richard Nixon,Republican,3446419,7291079,47.26898446718243,7276504,47.36366529861043
1964,New York,36,Lyndon Johnson,Democrat,4913156,7166015,68.56189946574212,7156715,68.65099420614067
1964,New York,36,Barry Goldwater,Republican,2243559,7166015,31.308321291540697,7156715,31.349005793859337
1968,New York,36,Hubert Humphrey,Democrat,3378470,6790066,49.756070117727866,6386402,52.90099182607045
1968,New York,36,Richard Nixon,Republican,3007932,6790066,44.299009759257125,6386402,47.09900817392955
1972,New York,36,George McGovern,Democrat,2951084,7161830,41.20572535231917,7143862,41.30936459858827
1972,New York,36,Richard Nixon,Republican,4192778,7161830,58.54338905000537,7143862,58.69063540141173
1976,New York,36,"CARTER, JIMMY",Democrat,3244165,6668262,48.65083285569763,6070078,53.4451946087019
1976,New York,36,"FORD, GERALD",Republican,2825913,6668262,42.378553812072774,6070078,46.5548053912981
1980,New York,36,"CARTER, JIMMY",Democrat,2728372,6201959,43.992099915526694,5366072,50.844863803541955
1980,New York,36,"REAGAN, RONALD",Republican,2637700,6201959,42.530110244198646,5366072,49.155136196458045
1984,New York,36,"REAGAN, RONALD",Republican,3376519,6806810,49.60501321470704,6377804,52.9417178702889
1984,New York,36,"MONDALE, WALTER",Democrat,3001285,6806810,44.09238688901262,6377804,47.0582821297111
1988,New York,36,"DUKAKIS, MICHAEL",Democrat,3255487,6485683,50.19497561012464,6093901,53.42205263918794
1988,New York,36,"BUSH, GEORGE H.W.",Republican,2838414,6485683,43.764303620759755,6093901,46.57794736081206
1992,New York,36,"CLINTON, BILL",Democrat,3346894,7079432,47.276306912757974,5388584,62.11082540422493
1992,New York,36,"BUSH, GEORGE H.W.",Republican,2041690,7079432,28.83974307543317,5388584,37.88917459577507
1996,New York,36,"CLINTON, BILL",Democrat,3649630,6439129,56.678939030418555,5388337,67.7320293812358
1996,New York,36,"DOLE, ROBERT",Republican,1738707,6439129,27.00220790731169,5388337,32.267970618764195
2000,New York,36,"GORE, AL",Democrat,3942215,6960215,56.639270482305506,6200792,63.57599158301068
2000,New York,36,"BUSH, GEORGE W.",Republican,2258577,6960215,32.44981656457451,6200792,36.42400841698932
2004,New York,36,"KERRY, JOHN",Democrat,4180755,7448266,56.13058126549186,6987748,59.829790656446114
2004,New York,36,"BUSH, GEORGE W.",Republican,2806993,7448266,37.6865299923499,6987748,40.170209343553886
