year,state,state_fips,candidate,party,candidatevotes,totalvotes,vote_share,two_party_votes,two_party_vote_share
1988,Maine,23,"DUKAKIS, MICHAEL",Democrat,243569,555035,43.883538875926746,550700,44.228981296531686
1992,Maine,23,"CLINTON, BILL",Democrat,263420,679499,38.76679730212995,469924,56.05587286454831
1992,Maine,23,"BUSH, GEORGE H.W.",Republican,206504,679499,30.390626034769735,469924,43.94412713545169
1996,Maine,23,"CLINTON, BILL",Democrat,312788,605897,51.623955886891665,499166,62.66212041685531
1996,Maine,23,"DOLE, ROBERT",Republican,186378,605897,30.76067384390416,499166,37.33787958314469
2000,Maine,23,"GORE, AL",Democrat,319951,651817,49.08601647394897,606567,52.74784154100042
2000,Maine,23,"BUSH, GEORGE W.",Republican,286616,651817,43.971850994987854,606567,47.25215845899958
2004,Maine,23,"KERRY, JOHN",Democrat,396842,740752,53.57285569259347,727043,54.58301641030861
2004,Maine,23,"BUSH, GEORGE W.",Republican,330201,740752,44.57645743784695,727043,45.41698358969139
2008,Maine,23,"OBAMA, BARACK H.",Democrat,421923,731163,57.705737297975965,717196,58.8295249834076
2008,Maine,23,"MCCAIN, JOHN",Republican,295273,731163,40.38401833790824,717196,41.1704750165924
2012,Maine,23,"OBAMA, BARACK H.",Democrat,401306,724758,55.371034193482515,693582,57.85992139357711
2012,Maine,23,"ROMNEY, MITT",Republican,292276,724758,40.32739203982571,693582,42.14007860642289
2016,Maine,23,"CLINTON, HILLARY",Democrat,357735,771892,46.34521409730895,693328,51.59679112916253
2016,Maine,23,"TRUMP, DONALD J.",Republican,335593,771892,43.476678084498865,693328,48.40320887083747
2020,Maine,23,"BIDEN, JOSEPH R. JR",Democrat,435072,828305,52.52557934577239,795809,54.670404582003975
2020,Maine,23,"TRUMP, DONALD J.",Republican,360737,828305,43.551228110418265,795809,45.329595417996025
1948,Maryland,24,Harry Truman,Democrat,286521,596735,48.0147804301742,581335,49.28672796236249
1948,Maryland,24,Thomas Dewey,Republican,294814,596735,49.40450953941029,581335,50.71327203763751
1952,Maryland,24,Adlai Stevenson,Democrat,395337,902074,43.82534027141897,894761,44.18353057408626
1952,Maryland,24,Dwight Eisenhower,Republican,499424,902074,55.36397235703501,894761,55.81646942591374
1956,Maryland,24,Adlai Stevenson,Democrat,372613,932351,39.96488446947555,932351,39.96488446947555
1956,Maryland,24,Dwight Eisenhower,Republican,559738,932351,60.03511553052445,932351,60.03511553052445
1960,Maryland,24,John Kennedy,Democrat,565808,1055349,53.61335444483294,1055346,53.6135068498862
1960,Maryland,24,Richard Nixon,Republican,489538,1055349,46.386361289014346,1055346,46.3864931501138
1964,Maryland,24,Lyndon Johnson,Democrat,730912,1116457,65.4670981506677,1116407,65.47003019508118
1964,Maryland,24,Barry Goldwater,Republican,385495,1116457,34.52842339651236,1116407,34.529969804918814
1968,Maryland,24,Hubert Humphrey,Democrat,538310,1235039,43.586477835922594,1056305,50.961606732903846
1968,Maryland,24,Richard Nixon,Republican,517995,1235039,41.94159050847787,1056305,49.038393267096154
1972,Maryland,24,George McGovern,Democrat,505781,1353812,37.35976634865107,1335086,37.8837767754287
1972,Maryland,24,Richard Nixon,Republican,829305,1353812,61.257028302304896,1335086,62.1162232245713
1976,Maryland,24,"CARTER, JIMMY",Democrat,759612,1432273,53.035419923436386,1432273,53.035419923436386
1976,Maryland,24,"FORD, GERALD",Republican,672661,1432273,46.964580076563614,1432273,46.964580076563614
1980,Maryland,24,"CARTER, JIMMY",Democrat,726161,1540496,47.13812953749961,1406767,51.6191380662185
1980,Maryland,24,"REAGAN, RONALD",Republican,680606,1540496,44.18096509176265,1406767,48.3808619337815
1984,Maryland,24,"REAGAN, RONALD",Republican,879918,1675873,52.50505259050059,1667853,52.75752719214463
1984,Maryland,24,"MONDALE, WALTER",Democrat,787935,1675873,47.01639086016661,1667853,47.24247280785537
1988,Maryland,24,"BUSH, GEORGE H.W.",Republican,876167,1714358,51.107586630097096,1702471,51.46443023111701
1988,Maryland,24,"DUKAKIS, MICHAEL",Democrat,826304,1714358,48.199034274054775,1702471,48.53556976888299
1992,Maryland,24,"CLINTON, BILL",Democrat,988571,1984580,49.812605185983934,1695665,58.299900039217654
1992,Maryland,24,"BUSH, GEORGE H.W.",Republican,707094,1984580,35.62940269477673,1695665,41.700099960782346
1996,Maryland,24,"CLINTON, BILL",Democrat,966207,1780870,54.254774351861734,1647737,58.63842348627239
1996,Maryland,24,"DOLE, ROBERT",Republican,681530,1780870,38.269497492798465,1647737,41.36157651372761
2000,Maryland,24,"GORE, AL",Democrat,1144008,2025212,56.48830838450493,1957835,58.432298942454295
2000,Maryland,24,"BUSH, GEORGE W.",Republican,813827,2025212,40.18478065506228,1957835,41.567701057545705
2004,Maryland,24,"KERRY, JOHN",Democrat,1334493,2384238,55.971467613552,2359203,56.565416371545815
2004,Maryland,24,"BUSH, GEORGE W.",Republican,1024703,2384238,42.97821777859425,2359203,43.43428691808208
2008,Maryland,24,"OBAMA, BARACK H.",Democrat,1629467,2631596,61.919344762645935,2589329,62.93008729288553
2008,Maryland,24,"MCCAIN, JOHN",Republican,959862,2631596,36.4745196451127,2589329,37.06991270711447
2012,Maryland,24,"OBAMA, BARACK H.",Democrat,1677844,2707327,61.97419077931849,2649713,63.32172578690598
2012,Maryland,24,"ROMNEY, MITT",Republican,971869,2707327,35.89773233894539,2649713,36.67827421309402
2016,Maryland,24,"CLINTON, HILLARY",Democrat,1677928,2781446,60.32574423519277,2621434,64.00802003788766
2016,Maryland,24,"TRUMP, DONALD J.",Republican,943169,2781446,33.90930472854767,2621434,35.979124402903146
2020,Maryland,24,"TRUMP, DONALD J.",Republican,976414,3037030,32.15029156774875,2961437,32.97095295290766
2020,Maryland,24,"BIDEN, JOSEPH R. JR",Democrat,1985023,3037030,65.36066486007711,2961437,67.02904704709233
1948,Massachusetts,25,Harry Truman,Democrat,1151788,2107146,54.661043895392154,2061158,55.88062632753044
1948,Massachusetts,25,Thomas Dewey,Republican,909370,2107146,43.15647800389721,2061158,44.11937367246956
1952,Massachusetts,25,Adlai Stevenson,Democrat,1083525,2383398,45.46135391571194,2375850,45.605783193383424
1952,Massachusetts,25,Dwight Eisenhower,Republican,1292325,2383398,54.22195537631566,2375850,54.394216806616576
1956,Massachusetts,25,Adlai Stevenson,Democrat,948190,2348506,40.374178307400534,2341387,40.49693621772053
1956,Massachusetts,25,Dwight Eisenhower,Republican,1393197,2348506,59.322692809811855,2341387,59.50306378227947
1960,Massachusetts,25,John Kennedy,Democrat,1487174,2469480,60.22215203200674,2463924,60.35794935233392
1960,Massachusetts,25,Richard Nixon,Republican,976750,2469480,39.55286133113044,2463924,39.64205064766608
1964,Massachusetts,25,Lyndon Johnson,Democrat,1786422,2344798,76.18660541334478,2336149,76.46866702423519
1964,Massachusetts,25,Barry Goldwater,Republican,549727,2344798,23.44453552075701,2336149,23.531332975764816
1968,Massachusetts,25,Hubert Humphrey,Democrat,1469218,2331752,63.00918794108464,2236062,65.70560208080099
1968,Massachusetts,25,Richard Nixon,Republican,766844,2331752,32.88703086777667,2236062,34.29439791919902
1972,Massachusetts,25,George McGovern,Democrat,1332540,2458756,54.19569896321554,2444618,54.50912985178052
1972,Massachusetts,25,Richard Nixon,Republican,1112078,2458756,45.22929481412552,2444618,45.49087014821948
1976,Massachusetts,25,"CARTER, JIMMY",Democrat,1429475,2547558,56.111578225108126,2459751,58.114622171105935
1976,Massachusetts,25,"FORD, GERALD",Republican,1030276,2547558,40.44170927609891,2459751,41.885377828894065
1980,Massachusetts,25,"REAGAN, RONALD",Republican,1057631,2524090,41.901477364119344,2111433,50.09067301685632
1980,Massachusetts,25,"CARTER, JIMMY",Democrat,1053802,2524090,41.74977912831951,2111433,49.90932698314368
1984,Massachusetts,25,"REAGAN, RONALD",Republican,1310936,2559383,51.22078250890937,2550542,51.39833023725937
1984,Massachusetts,25,"MONDALE, WALTER",Democrat,1239606,2559383,48.43378267340214,2550542,48.60166976274063
1988,Massachusetts,25,"DUKAKIS, MICHAEL",Democrat,1401415,2632801,53.22905149306765,2596050,53.98258893318696
1988,Massachusetts,25,"BUSH, GEORGE H.W.",Republican,1194635,2632801,45.375058730226854,2596050,46.01741106681304
1992,Massachusetts,25,"CLINTON, BILL",Democrat,1318639,2773664,47.54141092792782,2123678,62.09222867120157
1992,Massachusetts,25,"BUSH, GEORGE H.W.",Republican,805039,2773664,29.02438795758967,2123678,37.90777132879843
1996,Massachusetts,25,"CLINTON, BILL",Democrat,1571509,2556459,61.47209871153811,2289567,68.63782540541509
1996,Massachusetts,25,"DOLE, ROBERT",Republican,718058,2556459,28.087992023341663,2289567,31.36217459458491
2000,Massachusetts,25,"GORE, AL",Democrat,1616487,2733964,59.12612602067913,2494989,64.78934376063381
2000,Massachusetts,25,"BUSH, GEORGE W.",Republican,878502,2733964,32.13290299360197,2494989,35.21065623936619
2004,Massachusetts,25,"KERRY, JOHN",Democrat,1803800,2927455,61.6166602048537,2874909,62.74285551299189
2004,Massachusetts,25,"BUSH, GEORGE W.",Republican,1071109,2927455,36.58840187124994,2874909,37.25714448700811
2008,Massachusetts,25,"OBAMA, BARACK H.",Democrat,1904097,3102995,61.36319910280229,3012951,63.19707821335295
2008,Massachusetts,25,"MCCAIN, JOHN",Republican,1108854,3102995,35.73495928933176,3012951,36.80292178664705
2012,Massachusetts,25,"OBAMA, BARACK H.",Democrat,1921290,3184196,60.33830832021647,3109604,61.785680749060006
2012,Massachusetts,25,"ROMNEY, MITT",Republican,1188314,3184196,37.31912231533486,3109604,38.214319250939994
2016,Massachusetts,25,"CLINTON, HILLARY",Democrat,1995196,3378821,59.0500650966713,3086089,64.65127868962949
2016,Massachusetts,25,"TRUMP, DONALD J.",Republican,1090893,3378821,32.28620279085516,3086089,35.34872131037051
2020,Massachusetts,25,"BIDEN, JOSEPH R. JR",Democrat,2382202,3658005,65.12298370286535,3549404,67.11554954014815
2020,Massachusetts,25,"TRUMP, DONALD J.",Republican,1167202,3658005,31.90815758863096,3549404,32.88445045985185
1948,Michigan,26,Harry Truman,Democrat,1003448,2109609,47.56559153852681,2042043,49.13941577136231
1948,Michigan,26,Thomas Dewey,Republican,1038595,2109609,49.23163486693506,2042043,50.86058422863769
1952,Michigan,26,Adlai Stevenson,Democrat,1230657,2798592,43.97414842892426,2782186,44.233455275815494
1952,Michigan,26,Dwight Eisenhower,Republican,1551529,2798592,55.43962821304427,2782186,55.766544724184506
1956,Michigan,26,Adlai Stevenson,Democrat,1359898,3080468,44.145824595483546,3073545,44.245260765663105
1956,Michigan,26,Dwight Eisenhower,Republican,1713647,3080468,55.62943682583296,3073545,55.754739234336895
1960,Michigan,26,John Kennedy,Democrat,1687269,3318097,50.85050256216138,3307697,51.010385775964366
1960,Michigan,26,Richard Nixon,Republican,1620428,3318097,48.83606476845011,3307697,48.989614224035634
1964,Michigan,26,Lyndon Johnson,Democrat,2136615,3203102,66.7045570200387,3196767,66.8367447486789
1964,Michigan,26,Barry Goldwater,Republican,1060152,3203102,33.097665950069654,3196767,33.163255251321104
1968,Michigan,26,Hubert Humphrey,Democrat,1593082,3306250,48.18395463137996,2963747,53.75229397111157
1968,Michigan,26,Richard Nixon,Republican,1370665,3306250,41.45678638941399,2963747,46.24770602888843
1972,Michigan,26,George McGovern,Democrat,1459435,3490325,41.81372794797046,3421156,42.659118730627895
1972,Michigan,26,Richard Nixon,Republican,1961721,3490325,56.20453682679979,3421156,57.340881269372105
1976,Michigan,26,"FORD, GERALD",Republican,1893742,3651590,51.8607510700818,3590456,52.74377404986999
1976,Michigan,26,"CARTER, JIMMY",Democrat,1696714,3651590,46.46507411839774,3590456,47.25622595013001
1980,Michigan,26,"REAGAN, RONALD",Republican,1915225,3909725,48.986181892588355,3576757,53.54641089679841
1980,Michigan,26,"CARTER, JIMMY",Democrat,1661532,3909725,42.497413500949555,3576757,46.45358910320159
1984,Michigan,26,"REAGAN, RONALD",Republican,2251571,3801658,59.226027170250454,3781209,59.54632499816857
1984,Michigan,26,"MONDALE, WALTER",Democrat,1529638,3801658,40.236075943706666,3781209,40.45367500183143
1988,Michigan,26,"BUSH, GEORGE H.W.",Republican,1965486,3669163,53.567693776482535,3641269,53.97804996005514
1988,Michigan,26,"DUKAKIS, MICHAEL",Democrat,1675783,3669163,45.67207834593339,3641269,46.02195003994486
1992,Michigan,26,"CLINTON, BILL",Democrat,1871182,4274673,43.77368748439939,3426122,54.61515964697112
1992,Michigan,26,"BUSH, GEORGE H.W.",Republican,1554940,4274673,36.375647915056895,3426122,45.38484035302888
1996,Michigan,26,"CLINTON, BILL",Democrat,1989653,3848844,51.69482057469723,3470865,57.324413366696774
1996,Michigan,26,"DOLE, ROBERT",Republican,1481212,3848844,38.484594335338095,3470865,42.675586633303226
2000,Michigan,26,"GORE, AL",Democrat,2170418,4232501,51.279798870691344,4123557,52.634606481734096
2000,Michigan,26,"BUSH, GEORGE W.",Republican,1953139,4232501,46.14621473214064,4123557,47.365393518265904
2004,Michigan,26,"KERRY, JOHN",Democrat,2479183,4839252,51.23070672905647,4792929,51.7258444679652
2004,Michigan,26,"BUSH, GEORGE W.",Republican,2313746,4839252,47.812058557810175,4792929,48.2741555320348
2008,Michigan,26,"OBAMA, BARACK H.",Democrat,2872579,5001596,57.43324730745946,4921218,58.37130157615452
2008,Michigan,26,"MCCAIN, JOHN",Republican,2048639,5001596,40.959705661952704,4921218,41.62869842384548
2012,Michigan,26,"OBAMA, BARACK H.",Democrat,2564569,4730961,54.20820421051875,4679825,54.80053207117788
2012,Michigan,26,"ROMNEY, MITT",Republican,2115256,4730961,44.710916027420225,4679825,45.19946792882212
2016,Michigan,26,"TRUMP, DONALD J.",Republican,2279543,4799284,47.49756421999615,4548382,50.11766821696155
2016,Michigan,26,"CLINTON, HILLARY",Democrat,2268839,4799284,47.27453095086684,4548382,49.88233178303845
2020,Michigan,26,"BIDEN, JOSEPH R. JR",Democrat,2804040,5539302,50.62081829082437,5453892,51.41355934440946
2020,Michigan,26,"TRUMP, DONALD J.",Republican,2649852,5539302,47.83729069113762,5453892,48.58644065559054
1948,Minnesota,27,Harry Truman,Democrat,692966,1212226,57.164753107093894,1176583,58.896482441102755
1948,Minnesota,27,Thomas Dewey,Republican,483617,1212226,39.8949535812629,1176583,41.103517558897245
1952,Minnesota,27,Adlai Stevenson,Democrat,608458,1379483,44.10768382067775,1371669,44.35895248780865
1952,Minnesota,27,Dwight Eisenhower,Republican,763211,1379483,55.32587208396189,1371669,55.64104751219135
1956,Minnesota,27,Adlai Stevenson,Democrat,617525,1340005,46.083783269465414,1336827,46.19333690896429
1956,Minnesota,27,Dwight Eisenhower,Republican,719302,1340005,53.679053436367774,1336827,53.80666309103571
1960,Minnesota,27,John Kennedy,Democrat,779933,1541887,50.58301937820346,1537848,50.71587048915107
1960,Minnesota,27,Richard Nixon,Republican,757915,1541887,49.155028870468456,1537848,49.28412951084893
1964,Minnesota,27,Lyndon Johnson,Democrat,991117,1554462,63.75948720521956,1550741,63.91247797020908
1964,Minnesota,27,Barry Goldwater,Republican,559624,1554462,36.00113737100038,1550741,36.08752202979092
1968,Minnesota,27,Hubert Humphrey,Democrat,857738,1588510,53.996386550918785,1516381,56.564807920964455
1968,Minnesota,27,Richard Nixon,Republican,658643,1588510,41.46294326129517,1516381,43.435192079035545
1972,Minnesota,27,George McGovern,Democrat,802346,1741652,46.06810086056227,1700615,47.17975555901835
1972,Minnesota,27,Richard Nixon,Republican,898269,1741652,51.57568791009915,1700615,52.82024444098165
1976,Minnesota,27,"CARTER, JIMMY",Democrat,1070440,1949931,54.89630145887214,1889835,56.6419819719711
1976,Minnesota,27,"FORD, GERALD",Republican,819395,1949931,42.02174333348206,1889835,43.3580180280289
1980,Minnesota,27,"CARTER, JIMMY",Democrat,954173,2051916,46.50156244212726,1827441,52.2136145571868
1980,Minnesota,27,"REAGAN, RONALD",Republican,873268,2051916,42.55866224543305,1827441,47.7863854428132
1984,Minnesota,27,"MONDALE, WALTER",Democrat,1036364,2084449,49.71884656328843,2068967,50.09089076819495
1984,Minnesota,27,"REAGAN, RONALD",Republican,1032603,2084449,49.53841518789858,2068967,49.90910923180505
1988,Minnesota,27,"DUKAKIS, MICHAEL",Democrat,1109471,2096790,52.91283342633263,2071808,53.55085992524404
1988,Minnesota,27,"BUSH, GEORGE H.W.",Republican,962337,2096790,45.89572632452463,2071808,46.44914007475596
1992,Minnesota,27,"CLINTON, BILL",Democrat,1020997,2347948,43.48465127847806,1768838,57.721340224486354
1992,Minnesota,27,"BUSH, GEORGE H.W.",Republican,747841,2347948,31.850833153034053,1768838,42.278659775513646
1996,Minnesota,27,"CLINTON, BILL",Democrat,1120380,2192492,51.10075658200805,1886775,59.38068927137576
1996,Minnesota,27,"DOLE, ROBERT",Republican,766395,2192492,34.95542971194422,1886775,40.61931072862424
2000,Minnesota,27,"GORE, AL",Democrat,1168266,2438685,47.9055720603522,2277925,51.28641197581132
2000,Minnesota,27,"BUSH, GEORGE W.",Republican,1109659,2438685,45.50235065209324,2277925,48.71358802418868
2004,Minnesota,27,"KERRY, JOHN",Democrat,1445014,2828387,51.08968468600655,2791709,51.76091061066895
2004,Minnesota,27,"BUSH, GEORGE W.",Republican,1346695,2828387,47.613533791521455,2791709,48.23908938933105
2008,Minnesota,27,"OBAMA, BARACK H.",Democrat,1573354,2910369,54.06029269827984,2848763,55.22937499539274
2008,Minnesota,27,"MCCAIN, JOHN",Republican,1275409,2910369,43.822931044139075,2848763,44.77062500460726
2012,Minnesota,27,"OBAMA, BARACK H.",Democrat,1546167,2936561,52.652303153246265,2866392,53.94122646169819
2012,Minnesota,27,"ROMNEY, MITT",Republican,1320225,2936561,44.95820110666865,2866392,46.05877353830181
2016,Minnesota,27,"CLINTON, HILLARY",Democrat,1367705,2944782,46.445033961766946,2690654,50.83169370718048
2016,Minnesota,27,"TRUMP, DONALD J.",Republican,1322949,2944782,44.92519310427733,2690654,49.16830629281952
2020,Minnesota,27,"TRUMP, DONALD J.",Republican,1484065,3277171,45.284942409169375,3201142,46.36048635143333
2020,Minnesota,27,"BIDEN, JOSEPH R. JR",Democrat,1717077,3277171,52.39509930974002,3201142,53.63951364856667
1948,Mississippi,28,Harry Truman,Democrat,19384,192190,10.085852541755555,24427,79.35481229786711
1948,Mississippi,28,Thomas Dewey,Republican,5043,192190,2.623965867110672,24427,20.645187702132887
1952,Mississippi,28,Adlai Stevenson,Democrat,172566,285532,60.436658588179256,285532,60.436658588179256
1952,Mississippi,28,Dwight Eisenhower,Republican,112966,285532,39.563341411820744,285532,39.563341411820744
1956,Mississippi,28,Adlai Stevenson,Democrat,144498,248149,58.23033741824468,205183,70.42396299888392
1956,Mississippi,28,Dwight Eisenhower,Republican,60685,248149,24.455065303507165,205183,29.576037001116077
1960,Mississippi,28,John Kennedy,Democrat,108362,298171,36.34223314809287,181923,59.56476091533231
